CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:18","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2003-01-01T11:42:20.058623","10.83561905","0.18528640","34.2408","51.0859","127.6891","250.6594","0","U","5","999","51316","0.00004013100000","0.00000022","0.0000000000000","8626.467","132.895","3846.699","649.965","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","7128","4397340","0 VANGUARD 1","1     5U 58002B   03001.48773216 +.00000022 +00000-0 +40131-4 0  9999","2     5 034.2408 051.0859 1852864 127.6891 250.6594 10.83561905513169"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:33","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2003-01-02T12:02:07.631807","10.83561983","0.18529120","34.2409","47.9698","132.2327","245.1062","0","U","5","999","51327","0.00003635300000","0.00000020","0.0000000000000","8626.466","132.895","3846.739","649.923","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","7133","4404766","0 VANGUARD 1","1     5U 58002B   03002.50147722 +.00000020 +00000-0 +36353-4 0  9999","2     5 034.2409 047.9698 1852912 132.2327 245.1062 10.83561983513272"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:18","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2003-01-01T17:46:59.604096","11.81078143","0.14895870","32.8684","147.8533","26.7969","340.2321","0","U","11","999","86107","0.00031602000000","0.00000578","0.0000000000000","8144.848","121.922","2979.959","553.467","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","7128","4397341","0 VANGUARD 2","1    11U 59001A   03001.74096764 +.00000578 +00000-0 +31602-3 0  9999","2    11 032.8684 147.8533 1489587 026.7969 340.2321 11.81078143861078"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:33","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2003-01-02T20:10:24.352032","11.81077850","0.14892290","32.8678","143.7594","32.9561","335.5599","0","U","11","999","86120","0.00022402000000","0.00000406","0.0000000000000","8144.850","121.922","2979.669","553.760","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","7133","4404767","0 VANGUARD 2","1    11U 59001A   03002.84055963 +.00000406 +00000-0 +22402-3 0  9995","2    11 032.8678 143.7594 1489229 032.9561 335.5599 11.81077850861206"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:18","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2003-01-01T21:49:30.432864","11.39996950","0.16884960","32.8977","261.9293","150.6276","220.0890","0","U","12","999","79327","0.00047463000000","0.00000810","0.0000000000000","8339.365","126.316","3369.328","553.131","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","7128","4397342","0 VANGUARD R/B","1    12U 59001B   03001.90938001 +.00000810 +00000-0 +47463-3 0  9998","2    12 032.8977 261.9293 1688496 150.6276 220.0890 11.39996950793273"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:33","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2003-01-02T23:02:44.761056","11.39997657","0.16885840","32.8980","258.2785","156.1139","212.8022","0","U","12","999","79339","0.00041054000000","0.00000705","0.0000000000000","8339.361","126.316","3369.398","553.055","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","7133","4404768","0 VANGUARD R/B","1    12U 59001B   03002.96024029 +.00000705 +00000-0 +41054-3 0  9994","2    12 032.8980 258.2785 1688584 156.1139 212.8022 11.39997657793393"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-08-17T15:31:24","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2003-01-01T02:54:32.811840","11.39995976","0.16884540","32.8973","264.6681","146.5129","225.4639","0","U","12","999","79318","0.00050176000000","0.00000854","0.0000000000000","8339.369","126.316","3369.299","553.170","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","35677","37930401","0 VANGUARD R/B","1 00012U 59001B   03001.12121310  .00000854  00000-0  50176-3 0  9992","2 00012 032.8973 264.6681 1688454 146.5129 225.4639 11.39995976793182"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:18","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2003-01-01T22:39:41.721696","10.47670609","0.20320960","34.2651","190.4639","14.9845","350.2852","0","U","16","999","78968","0.00024698000000","0.00000166","0.0000000000000","8822.376","137.447","4237.033","651.450","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","7128","4397343","0 VANGUARD R/B","1    16U 58002A   03001.94423289 +.00000166 +00000-0 +24698-3 0  9992","2    16 034.2651 190.4639 2032096 014.9845 350.2852 10.47670609789688"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-05-29T18:10:33","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2003-01-02T21:33:09.827424","10.47670603","0.20317530","34.2641","187.7162","19.0000","347.6420","0","U","16","999","78978","0.00020783000000","0.00000136","0.0000000000000","8822.377","137.447","4236.731","651.752","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","7133","4404769","0 VANGUARD R/B","1    16U 58002A   03002.89803041 +.00000136 +00000-0 +20783-3 0  9993","2    16 034.2641 187.7162 2031753 019.0000 347.6420 10.47670603789781"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2004-08-17T15:31:24","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2003-01-02T13:27:06.405984","11.49197831","0.16975130","33.3380","94.8881","105.7633","273.6003","0","U","20","999","49485","0.00025053000000","0.00000590","0.0000000000000","8294.793","125.304","3324.710","508.606","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","35677","37931304","0 VANGUARD 3","1 00020U 59007A   03002.56049081  .00000590  00000-0  25053-3 0  9993","2 00020 033.3380 094.8881 1697513 105.7633 273.6003 11.49197831494854"
