CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T22:45:22","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2016-01-02T15:41:41.271360","10.84727329","0.18480740","34.2523","202.0742","228.2805","114.4491","0","U","5","999","2857","0.00011846000000","0.00000113","0.0000000000000","8620.281","132.752","3835.238","649.054","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","1975119","102521168","0 VANGUARD 1","1 00005U 58002B   16002.65394990  .00000113  00000-0  11846-3 0  9992","2 00005  34.2523 202.0742 1848074 228.2805 114.4491 10.84727329 28571"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T16:02:33","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2016-01-01T14:40:48.039168","11.85229096","0.14694000","32.8688","48.8002","59.2421","314.4653","0","U","11","999","8162","0.00010900000000","0.00000193","0.0000000000000","8125.815","121.495","2941.688","553.673","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1975049","102510689","0 VANGUARD 2","1    11U 59001A   16001.61166712 +.00000193 +00000-0 +10900-3 0  9991","2    11 032.8688 048.8002 1469400 059.2421 314.4653 11.85229096081624"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T07:16:06","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2016-01-02T04:50:19.339008","11.85229118","0.14694020","32.8689","46.5870","62.5702","311.6603","0","U","11","999","42344","0.00008709900000","0.00000152","0.0000000000000","8125.815","121.495","2941.689","553.671","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1974860","102506731","0 VANGUARD 2","1 00011U 59001A   16002.20161272  .00000152  00000-0  87099-4 0  9992","2 00011  32.8689  46.5870 1469402  62.5702 311.6603 11.85229118423443"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-03T15:59:09","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2016-01-02T14:57:06.896736","11.85229451","0.14694070","32.8689","45.0062","64.9471","309.6326","0","U","11","999","8174","0.00009865000000","0.00000174","0.0000000000000","8125.814","121.495","2941.691","553.666","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1975499","102529507","0 VANGUARD 2","1    11U 59001A   16002.62299649 +.00000174 +00000-0 +98650-4 0  9997","2    11 032.8689 045.0062 1469407 064.9471 309.6326 11.85229451081746"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-01T07:10:19","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2016-01-01T04:33:59.499936","11.85228950","0.14693980","32.8688","50.3810","56.8647","316.4457","0","U","11","999","42332","0.00011590000000","0.00000206","0.0000000000000","8125.816","121.495","2941.687","553.675","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1974389","102488275","0 VANGUARD 2","1 00011U 59001A   16001.19027199  .00000206  00000-0  11590-3 0  9990","2 00011  32.8688  50.3810 1469398  56.8647 316.4457 11.85228950423327"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-03T15:59:09","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2016-01-02T19:51:56.642688","11.43958583","0.16678300","32.9005","284.3269","160.6658","206.5694","0","U","12","999","9351","0.00011628000000","0.00000211","0.0000000000000","8320.095","125.878","3329.610","554.309","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1975499","102529508","0 VANGUARD R/B","1    12U 59001B   16002.82773892 +.00000211 +00000-0 +11628-3 0  9998","2    12 032.9005 284.3269 1667830 160.6658 206.5694 11.43958583093518"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-01T23:05:25","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2016-01-01T20:49:38.716608","11.43958211","0.16678130","32.9004","287.6840","155.6200","213.3385","0","U","12","999","33598","0.00012509000000","0.00000224","0.0000000000000","8320.097","125.878","3329.598","554.325","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1974695","102503320","0 VANGUARD R/B","1 00012U 59001B   16001.86780922  .00000224  00000-0  12509-3 0  9996","2 00012  32.9004 287.6840 1667813 155.6200 213.3385 11.43958211335987"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T16:02:33","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2016-01-01T21:41:12.804288","10.48630010","0.20286220","34.2666","176.8218","211.4130","134.7867","0","U","16","999","28786","0.00011521000000","0.00000101","0.0000000000000","8816.989","137.322","4227.488","650.220","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","1975049","102510690","0 VANGUARD R/B","1    16U 58002A   16001.90362042 +.00000101 +00000-0 +11521-3 0  9991","2    16 034.2666 176.8218 2028622 211.4130 134.7867 10.48630010287863"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-03T15:59:09","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2016-01-02T18:15:14.010048","10.48630278","0.20286930","34.2674","174.3472","215.0265","129.8641","0","U","16","999","28795","0.00014402000000","0.00000123","0.0000000000000","8816.987","137.321","4227.549","650.156","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","1975499","102529509","0 VANGUARD R/B","1    16U 58002A   16002.76057882 +.00000123 +00000-0 +14402-3 0  9994","2    16 034.2674 174.3472 2028693 215.0265 129.8641 10.48630278287955"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T16:02:33","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2016-01-01T21:15:40.113216","11.55122949","0.16702550","33.3534","221.8285","270.6921","70.3453","0","U","20","999","4218","0.00007972500000","0.00000232","0.0000000000000","8266.399","124.662","3268.963","507.564","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1975049","102510691","0 VANGUARD 3","1    20U 59007A   16001.88588094 +.00000232 +00000-0 +79725-4 0  9992","2    20 033.3534 221.8285 1670255 270.6921 070.3453 11.55122949042182"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-03T15:59:09","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2016-01-02T22:09:49.400352","11.55123390","0.16702450","33.3531","218.1365","276.1874","65.1804","0","U","20","999","4230","0.00008084900000","0.00000234","0.0000000000000","8266.396","124.662","3268.952","507.571","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1975499","102529510","0 VANGUARD 3","1    20U 59007A   16002.92348843 +.00000234 +00000-0 +80849-4 0  9995","2    20 033.3531 218.1365 1670245 276.1874 065.1804 11.55123390042301"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-01T22:57:23","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2016-01-01T15:02:08.330784","11.55123014","0.16702590","33.3534","222.7514","269.3184","71.6621","0","U","20","999","4218","0.00009560300000","0.00000271","0.0000000000000","8266.398","124.662","3268.966","507.561","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1974685","102503071","0 VANGUARD 3","1 00020U 59007A   16001.62648531  .00000271  00000-0  95603-4 0  9993","2 00020  33.3534 222.7514 1670259 269.3184  71.6621 11.55123014 42182"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T22:53:40","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2016-01-02T18:00:47.614176","11.55123496","0.16702450","33.3532","218.7518","275.2715","66.0300","0","U","20","999","4231","0.00009275400000","0.00000263","0.0000000000000","8266.396","124.661","3268.952","507.570","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1975131","102521449","0 VANGUARD 3","1 00020U 59007A   16002.75055109  .00000263  00000-0  92754-4 0  9996","2 00020  33.3532 218.7518 1670245 275.2715  66.0300 11.55123496 42311"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T16:02:33","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2016-01-01T22:28:41.035584","14.92970533","0.01453920","50.2823","173.9747","164.2843","196.2686","0","U","22","999","22684","0.00017366000000","0.00001938","0.0000000000000","6966.816","96.452","689.973","487.389","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1975049","102510692","0 EXPLORER 7","1    22U 59009A   16001.93658606 +.00001938 +00000-0 +17366-3 0  9995","2    22 050.2823 173.9747 0145392 164.2843 196.2686 14.92970533226849"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T22:33:30","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2016-01-02T19:21:38.645856","14.92976805","0.01453930","50.2821","169.9057","167.6011","192.8574","0","U","22","999","98191","0.00021192000000","0.00002434","0.0000000000000","6966.796","96.451","689.953","487.369","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1975102","102520725","0 EXPLORER 7","1 00022U 59009A   16002.80669729  .00002434  00000-0  21192-3 0  9994","2 00022  50.2821 169.9057 0145393 167.6011 192.8574 14.92976805981913"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-03T15:59:09","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2016-01-02T22:34:24.403008","14.92977142","0.01453810","50.2822","169.2797","168.1104","192.3334","0","U","22","999","22699","0.00019238000000","0.00002181","0.0000000000000","6966.795","96.451","689.944","487.376","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1975499","102529511","0 EXPLORER 7","1    22U 59009A   16002.94056022 +.00002181 +00000-0 +19238-3 0  9992","2    22 050.2822 169.2797 0145381 168.1104 192.3334 14.92977142226998"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-01T14:37:50","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2016-01-01T12:50:23.568000","14.92970282","0.01453900","50.2822","175.8526","162.7572","197.8388","0","U","22","999","98172","0.00022428000000","0.00002593","0.0000000000000","6966.816","96.452","689.972","487.391","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1974491","102490108","0 EXPLORER 7","1 00022U 59009A   16001.53499500  .00002593  00000-0  22428-3 0  9990","2 00022  50.2822 175.8526 0145390 162.7572 197.8388 14.92970282981726"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2016-01-02T22:12:11","18 SPCS","TIROS 1","1960-002B","EARTH","TEME","UTC","SGP4","2016-01-02T15:21:46.234080","14.73978422","0.00236580","48.3804","69.0542","110.6457","249.6995","0","U","29","999","97848","0.00004014600000","0.00000060","0.0000000000000","7026.533","97.694","665.021","631.774","PAYLOAD","MEDIUM","US","1960-04-01","AFETR","","1975071","102519941","0 TIROS 1","1 00029U 60002B   16002.64011845  .00000060  00000-0  40146-4 0  9992","2 00029  48.3804  69.0542 0023658 110.6457 249.6995 14.73978422978481"
