CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-02T08:06:07","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2011-01-01T13:29:30.856416","10.84011572","0.18506010","34.2581","65.3264","294.0098","47.7964","0","U","5","999","83024","0.00030132000000","0.00000251","0.0000000000000","8624.081","132.839","3841.919","649.972","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","1018831","81107309","0 VANGUARD 1","1 00005U 58002B   11001.56216269 +.00000251 +00000-0 +30132-3 0  9990","2 00005 034.2581 065.3264 1850601 294.0098 047.7964 10.84011572830242"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-02T16:28:00","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2011-01-02T13:49:23.064960","10.84012119","0.18506560","34.2588","62.2037","298.5536","44.1105","0","U","5","999","83035","0.00029374000000","0.00000244","0.0000000000000","8624.078","132.839","3841.963","649.923","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","1019037","81118333","0 VANGUARD 1","1 00005U 58002B   11002.57596140  .00000244  00000-0  29374-3 0  9999","2 00005 034.2588 062.2037 1850656 298.5536 044.1105 10.84012119830357"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-02T17:13:05","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2011-01-02T12:40:48.514655","11.82626856","0.14808200","32.8743","39.8411","228.0519","118.4209","0","U","11","999","20705","0.00004820300000","0.00000126","0.0000000000000","8137.736","121.762","2964.653","554.549","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1019081","81119220","0 VANGUARD 2","1 00011U 59001A   11002.52833929  .00000126  00000-0  48203-4 0  9992","2 00011 032.8743 039.8411 1480820 228.0519 118.4209 11.82626856207051"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-01T11:50:29","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2011-01-01T12:21:58.518431","11.82626641","0.14806710","32.8739","43.6237","222.3606","125.2830","0","U","11","999","20693","0.00004771700000","0.00000125","0.0000000000000","8137.737","121.762","2964.533","554.671","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1018450","81100815","0 VANGUARD 2","1 00011U 59001A   11001.51526063  .00000125  00000-0  47717-4 0  9996","2 00011 032.8739 043.6237 1480671 222.3606 125.2830 11.82626641206937"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-01T17:09:28","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2011-01-01T18:52:31.524672","11.41396700","0.16816170","32.9097","177.7719","303.5452","41.5518","0","U","12","999","12707","-0.00000352190000","0.00000020","0.0000000000000","8332.545","126.161","3355.625","553.195","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1018585","81103187","0 VANGUARD R/B","1 00012U 59001B   11001.78647598  .00000020  00000-0 -35219-5 0  9993","2 00012 032.9097 177.7719 1681617 303.5452 041.5518 11.41396700127079"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-03T09:10:44","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2011-01-02T22:10:57.860256","11.41397165","0.16815090","32.9091","173.8077","309.4956","36.8344","0","U","12","999","12720","0.00002296200000","0.00000063","0.0000000000000","8332.543","126.161","3355.533","553.283","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1019365","81131246","0 VANGUARD R/B","1 00012U 59001B   11002.92428079  .00000063  00000-0  22962-4 0  9997","2 00012 032.9091 173.8077 1681509 309.4956 036.8344 11.41397165127206"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-03T08:06:25","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2011-01-02T17:58:53.770080","11.41397153","0.16815090","32.9092","174.4174","308.5794","37.5600","0","U","12","999","12718","0.00002275100000","0.00000063","0.0000000000000","8332.543","126.161","3355.533","553.283","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1019304","81122644","0 VANGUARD R/B","1 00012U 59001B   11002.74923345 +.00000063 +00000-0 +22751-4 0  9999","2 00012 032.9092 174.4174 1681509 308.5794 037.5600 11.41397153127189"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-02T01:33:12","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2011-01-02T05:21:21.680640","10.48097805","0.20295120","34.2594","44.4017","79.3201","302.8101","0","U","16","999","9626","0.00001500300000","-0.00000010","0.0000000000000","8819.979","137.391","4231.869","651.819","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","1018764","81106215","0 VANGUARD R/B","1 00016U 58002A   11002.22316760 -.00000010  00000-0  15003-4 0  9998","2 00016 034.2594 044.4017 2029512 079.3201 302.8101 10.48097805 96269"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-02T08:06:07","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2011-01-01T11:03:17.075520","10.48097929","0.20295340","34.2595","46.5999","76.1052","305.5834","0","U","16","999","9618","0.00003682400000","0.00000006","0.0000000000000","8819.978","137.391","4231.888","651.799","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","1018831","81107310","0 VANGUARD R/B","1 00016U 58002A   11001.46061430 +.00000006 +00000-0 +36824-4 0  9992","2 00016 034.2595 046.5999 2029534 076.1052 305.5834 10.48097929096186"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2011-01-03T08:06:25","18 SPCS","VANGUARD R/B","1958-002A","EARTH","TEME","UTC","SGP4","2011-01-02T12:13:08.104511","10.48098074","0.20297040","34.2589","43.5764","80.5163","301.7656","0","U","16","999","9629","0.00005060200000","0.00000016","0.0000000000000","8819.978","137.391","4232.037","651.648","ROCKET BODY","MEDIUM","US","1958-03-17","AFETR","","1019304","81122645","0 VANGUARD R/B","1 00016U 58002A   11002.50912158 +.00000016 +00000-0 +50602-4 0  9991","2 00016 034.2589 043.5764 2029704 080.5163 301.7656 10.48098074096291"
