CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T15:13:49","18 SPCS","VANGUARD 1","1958-002B","EARTH","TEME","UTC","SGP4","2014-01-01T04:30:28.134432","10.84381573","0.18493400","34.2515","294.1619","178.4613","182.2758","0","U","5","999","94916","0.00004092100000","0.00000040","0.0000000000000","8622.119","132.794","3838.507","649.461","PAYLOAD","MEDIUM","US","1958-03-17","AFETR","","1607594","94773311","0 VANGUARD 1","1 00005U 58002B   14001.18782563  .00000040  00000-0  40921-4 0  9990","2 00005 034.2515 294.1619 1849340 178.4613 182.2758 10.84381573949160"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T15:29:31","18 SPCS","VANGUARD 2","1959-001A","EARTH","TEME","UTC","SGP4","2014-01-01T11:58:59.155391","11.84019141","0.14762960","32.8774","265.3546","264.4994","78.6020","0","U","11","999","33675","0.00011590000000","0.00000254","0.0000000000000","8131.355","121.619","2953.649","552.792","PAYLOAD","MEDIUM","US","1959-02-17","AFETR","","1607618","94773766","0 VANGUARD 2","1 00011U 59001A   14001.49929578  .00000254  00000-0  11590-3 0  9996","2 00011 032.8774 265.3546 1476296 264.4994 078.6020 11.84019141336756"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T07:17:01","18 SPCS","VANGUARD R/B","1959-001B","EARTH","TEME","UTC","SGP4","2014-01-01T03:36:37.607328","11.42639539","0.16730170","32.9115","320.5248","279.4922","62.1207","0","U","12","999","25231","0.00054042000000","0.00000935","0.0000000000000","8326.502","126.023","3341.405","555.329","ROCKET BODY","MEDIUM","US","1959-02-17","AFETR","","1607461","94770252","0 VANGUARD R/B","1 00012U 59001B   14001.15043527  .00000935  00000-0  54042-3 0  9996","2 00012 032.9115 320.5248 1673017 279.4922 062.1207 11.42639539252314"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-02T23:19:03","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2014-01-02T21:05:03.810048","11.53153843","0.16768640","33.3431","292.9645","12.4530","351.2722","0","U","20","999","95795","0.00128730000000","0.00003086","0.0000000000000","8275.812","124.874","3285.418","509.935","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1608436","94787330","0 VANGUARD 3","1 00020U 59007A   14002.87851632  .00003086  00000-0  12873-2 0  9990","2 00020 033.3431 292.9645 1676864 012.4530 351.2722 11.53153843957952"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T22:58:11","18 SPCS","VANGUARD 3","1959-007A","EARTH","TEME","UTC","SGP4","2014-01-01T20:07:54.199199","11.53146432","0.16769660","33.3439","296.6539","6.9590","355.1490","0","U","20","999","95783","0.00091941000000","0.00002205","0.0000000000000","8275.847","124.875","3285.543","509.881","PAYLOAD","MEDIUM","US","1959-09-18","AFETR","","1607740","94776218","0 VANGUARD 3","1 00020U 59007A   14001.83882175  .00002205  00000-0  91941-3 0  9997","2 00020 033.3439 296.6539 1676966 006.9590 355.1490 11.53146432957838"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-02T06:33:34","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2014-01-02T05:13:42.784319","14.87960141","0.01578100","50.2871","334.3463","275.4988","212.3709","0","U","22","999","87293","0.00048225000000","0.00005350","0.0000000000000","6982.451","96.776","714.506","494.126","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1607954","94778112","0 EXPLORER 7","1 00022U 59009A   14002.21785630  .00005350  00000-0  48225-3 0  9993","2 00022 050.2871 334.3463 0157810 275.4988 212.3709 14.87960141872934"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T06:20:01","18 SPCS","EXPLORER 7","1959-009A","EARTH","TEME","UTC","SGP4","2014-01-01T05:01:12.400319","14.87948800","0.01578410","50.2869","339.0260","271.6958","209.2079","0","U","22","999","87278","0.00042850000000","0.00004719","0.0000000000000","6982.486","96.777","714.564","494.139","PAYLOAD","MEDIUM","US","1959-10-13","AFETR","","1607383","94768471","0 EXPLORER 7","1 00022U 59009A   14001.20917130  .00004719  00000-0  42850-3 0  9999","2 00022 050.2869 339.0260 0157841 271.6958 209.2079 14.87948800872783"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-01T22:13:00","18 SPCS","TIROS 1","1960-002B","EARTH","TEME","UTC","SGP4","2014-01-01T17:04:40.609631","14.72896378","0.00250810","48.3790","273.9320","227.0022","132.8787","0","U","29","999","87069","0.00007594100000","0.00000289","0.0000000000000","7029.978","97.766","669.475","634.211","PAYLOAD","MEDIUM","US","1960-04-01","AFETR","","1607682","94774803","0 TIROS 1","1 00029U 60002B   14001.71158113  .00000289  00000-0  75941-4 0  9991","2 00029 048.3790 273.9320 0025081 227.0022 132.8787 14.72896378870692"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-02T23:10:13","18 SPCS","TIROS 1","1960-002B","EARTH","TEME","UTC","SGP4","2014-01-02T19:07:40.851840","14.72899103","0.00250970","48.3788","268.8214","231.5149","128.3511","0","U","29","999","87085","0.00009950600000","0.00000442","0.0000000000000","7029.969","97.766","669.477","634.191","PAYLOAD","MEDIUM","US","1960-04-01","AFETR","","1608426","94787070","0 TIROS 1","1 00029U 60002B   14002.79700060  .00000442  00000-0  99506-4 0  9998","2 00029 048.3788 268.8214 0025097 231.5149 128.3511 14.72899103870853"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2014-01-02T06:58:56","18 SPCS","TRANSIT 2A","1960-007A","EARTH","TEME","UTC","SGP4","2014-01-01T22:03:48.259583","14.32790343","0.02636290","66.6963","114.0239","232.9247","247.6339","0","U","45","999","78467","0.00016161000000","0.00000541","0.0000000000000","7160.560","100.503","971.198","593.652","PAYLOAD","MEDIUM","US","1960-06-22","AFETR","","1607990","94778993","0 TRANSIT 2A","1 00045U 60007A   14001.91930856  .00000541  00000-0  16161-3 0  9997","2 00045 066.6963 114.0239 0263629 232.9247 247.6339 14.32790343784676"
